lat,lon,leng,color
41.000361,0.527123,es,blue
37.4407,-6.040593,es,blue
42.13245,-8.277994,es,blue
39.738257,-0.894592,es,blue
38.910712,-4.060167,es,blue
42.186292,1.796541,ca,aquamarine
37.1963,-6.742793,es,blue
39.521927,-0.429182,es,blue
39.299163,-3.84486,en,yellow
37.721463,-1.566486,ca,aquamarine
41.365487,1.874148,es,blue
36.97689,-3.312308,es,blue
38.308679,-1.876376,es,blue
41.506641,2.032701,es,blue
43.273882,-3.075366,es,blue
40.330512,-0.65077,es,blue
42.194977,0.848052,es,blue
43.217307,-8.991287,es,blue
42.509035,-4.916903,es,blue
36.818537,-2.775828,es,blue
39.458742,-6.570388,es,blue
37.193182,-4.735259,es,blue
41.53042,2.356284,es,blue
42.849078,-8.91913,es,blue
41.242068,-1.944729,en,yellow
38.113935,-1.212835,es,blue
